departmentId,city,region,department,road
5011102208191,上海,嘉定,绿地新江桥城三期,(嘉定江桥)金耀南路299弄
5011000001232,上海,嘉定,合景叠翠峰苑,"(嘉定菊园新区)秋竹路618弄, 秋竹路655弄, 秋竹路603号, 秋竹路605号"
5011000001388,上海,闵行,聚缘南庭,(闵行闵浦)闵驰一路29弄
5011000016407,上海,浦东,中芯花园18弄,"(浦东张江)青桐路18弄（一期、二期）,青桐路199弄（三期北区）,青桐路358弄（三期南区）"
5011000014053,上海,静安,和源名城,(静安彭浦)江杨南路466弄
5011000020078,上海,松江,新凯城钟秀苑,(松江泗泾)泗凯路415弄
5011000012603,上海,宝山,美岸栖庭(公寓),"(宝山高境)何家湾路111弄, 国权北路828弄, 高逸路201弄, 何家湾路125号, 高逸路226号, 何家湾路113号, 何家湾路102号"
5011000017528,上海,浦东,绿地康桥新苑,(浦东康桥)沪南路2688弄
5011000015954,上海,闵行,上海春城,"(闵行春申)莲花南路1108弄, 莲花南路1288弄, 莲花南路1188弄58号, 莲花南路1288弄1-92号"
5011000013330,上海,杨浦,国和二村,(杨浦中原)国和二村
5011000016237,上海,闵行,海申花园,(闵行金虹桥)张虹路125弄
5011000010872,上海,闵行,水语人家南苑,(闵行闵浦)浦涛路751弄
5011000016510,上海,黄浦,黄浦华庭,(黄浦蓬莱公园)保屯路99弄
5011000012357,上海,奉贤,新南家园,"(奉贤西渡)西闸公路1118弄,扶港路399弄,新南家园"
5020026850247553,上海,闵行,金硕河畔景园西区,(闵行闵浦)江协路51弄
5011000017590,上海,徐汇,龙南三四村,"(徐汇龙华)龙南三村, 龙南四村"
5011000009006,上海,闵行,浦江宝邸,"(闵行闵浦)江文路201弄, 江文路125弄"
5011000015995,上海,宝山,聚丰景都,"(宝山上大)聚丰园路628弄, 聚丰园路670号"
5011000009845,上海,浦东,凯德嘉博名邸,(浦东世博)齐恒路177弄
5011000012581,上海,松江,保利西子湾,"(松江松江大学城)广富林路1188弄, 广富林路1202号"
5011000013404,上海,虹口,爱家豪庭,"(虹口临平路)物华路246弄, 物华路236号, 物华路234号, 物华路232号, 物华路230号"
5011000002238,上海,徐汇,华悦家园,"(徐汇漕河泾)虹漕路3号, 虹漕路21号, 虹漕路23号, 虹漕路19弄"
5011000008385,上海,黄浦,西凌新邨,"(黄浦蓬莱公园)西凌家宅路27弄,西藏南路1374弄,西凌家宅路111弄,西凌家宅路137弄,制造局路365弄,制造局路455弄,制造局路567弄"
5011000018001,上海,长宁,路易凯旋宫,(长宁中山公园)武夷路555弄23-34号
5011000012310,上海,浦东,丽都成品,(浦东金桥)利津路729弄
5011000017087,上海,静安,嘉利明珠城,(静安闸北公园)平型关路377弄
5011000005330,上海,徐汇,馨宁公寓,"(徐汇华泾)华发路406弄,华发路368弄"
5011000013012,上海,杨浦,佳泰花园,(杨浦黄兴公园)营口路789弄
5011000013628,上海,嘉定,中房公寓,(嘉定江桥)金耀路333弄
5011000017935,上海,闵行,夏朵园,(闵行老闵行)银春路1799弄
5011000012632,上海,嘉定,水岸金桥苑,(嘉定江桥)鹤霞路555弄
5011000016976,上海,黄浦,明日星城（一期）,"(黄浦董家渡)河南南路1001弄（一期）, 河南南路1009弄（一期）, 江阴街34、36号, 河南南路868弄"
5011000012320,上海,闵行,春申府邸,(闵行莘庄)沪闵路5366弄
5011000017242,上海,普陀,桃浦七村雪松苑,(普陀桃浦)雪松路458弄
5011000002786,上海,嘉定,万科金色领域,"(嘉定菊园新区)秋竹路801弄,秋竹路802弄"
5011000003476,上海,闵行,浦江馨都,(闵行闵浦)先新路1058弄
5011000015992,上海,普陀,星河世纪城,"(普陀真如)桃浦路321弄（一期）, 桃浦路300弄（二期、三期）, 桃浦路327号, 桃浦路325号, 桃浦路329号"
5011000018221,上海,静安,嘉园,(静安静安寺)万航渡路458弄
5011000013746,上海,长宁,天山怡景苑,(长宁天山)威宁路511弄
5011000015037,上海,浦东,金桥爱建园,(浦东碧云)碧云路199弄
5011000009080,上海,奉贤,文怡花园,(奉贤西渡)文怡花园
5011000002149,上海,嘉定,丰庄十四街坊,"(嘉定丰庄)丰庄西路551弄,丰庄北路151弄,丰庄西路433弄"
5020038950910368,上海,松江,金地褐石苑,"(松江泗泾)泗凤公路508弄, 泗通路155弄, 泗通路198弄, 泗宝路298弄"
5011000014713,上海,嘉定,丰庄二村,(嘉定丰庄)丰庄二村
5011000014777,上海,浦东,金杨七街坊,"(浦东金杨)金口路471弄,金口路411弄,枣庄路810弄,枣庄路998弄"
5011000018319,上海,嘉定,江桥二村,"(嘉定江桥)申江路19弄,曲江路100弄,丰江路128弄,曲江路201弄,曲江路185弄,曲江路99弄,曲江路15弄,曲江路16弄,华江公路107弄"
5011000012033,上海,松江,三湘四季花城,"(松江松江大学城)广富林路1599弄,梅家浜路1508弄"
5011000009038,上海,浦东,康桥月苑,"(浦东康桥)康佳路38弄,康佳路39弄"
5011000018124,上海,黄浦,中福花苑,"(黄浦蓬莱公园)海潮路3号,海潮路33号,海潮路93弄,陆家浜路388号,陆家浜路418号"
5011000013217,上海,嘉定,金鹤新城双佳翠庭,(嘉定江桥)金园一路1118弄
5011000013188,上海,浦东,金桥湾清水苑,"(浦东金桥)台儿庄路363弄（一期）,荷泽路828弄（二期）,长岛路1280弄（三期）"
5011000013618,上海,宝山,共富一村,"(宝山共富)共富一村,共富路99弄"
5011000016608,上海,静安,宝华现代城,"(静安大宁)共和新路2399弄（一期）,广延路555弄（二期）"
5011000001988,上海,嘉定,绿地清猗园(威廉公馆三期),(嘉定南翔)德华路79弄
5011000012246,上海,闵行,九歌上郡,(闵行静安新城)宜山路2328弄
5011000018078,上海,静安,骏豪国际,(静安南京西路)陕西北路288号
5011000017185,上海,虹口,瑞虹新城(一期),(虹口临平路)临平路333号
5011000013532,上海,松江,摩卡小城,"(松江九亭)九杜路505弄, 亭知路797"
5011000013797,上海,徐汇,华富小区,(徐汇万体馆)龙华西路315弄
5011000014991,上海,杨浦,凤城三村西区,"(杨浦控江路)凤城三村, 长岭路75弄, 延吉西路80弄, 黄兴路1413弄, 江浦路2000弄, 长岭路60弄, 黄兴路1061号, 黄兴路1063号, 黄兴路1057号, 黄兴路1059号"
5011000011212,上海,奉贤,巨龙台湾城,(奉贤西渡)沪杭公路418弄
5011000001175,上海,宝山,中环一号(三期),"(宝山大华)真大路399弄（晶悦都汇）,真大路420弄（水岸华府）,真朋路99弄（水岸华府）"
5011000018055,上海,虹口,瑞虹新城二期(优贤生活),"(虹口临平路)临平路133弄, 临平路123号"
5011000013466,上海,浦东,金杨新村三街坊,"(浦东金杨)枣庄路658弄,金口路53弄,金口路155弄,枣庄路552弄"
5011000001439,上海,静安,和源馨苑,"(静安西藏北路)育婴堂路38弄, 育婴堂路39弄, 京江路108弄, 育婴堂路65号"
5011000019930,上海,松江,紫薇茗庭,(松江泗泾)王家厍路55弄
5011000018065,上海,虹口,恒业公寓,"(虹口鲁迅公园)恒业路388弄,恒业路398号"
5011000003210,上海,杨浦,双辽新村,"(杨浦鞍山)双辽支路60弄,双辽新村"
5011000016873,上海,静安,明园森林都市,"(静安大宁)广延路1188弄（三期）, 共和新路2999弄（一期）"
5011000013644,上海,浦东,恒大华城天地苑,"(浦东杨思前滩)西营南路17弄,西营南路67弄"
5011000014981,上海,闵行,高兴花园,"(闵行春申)莘朱路863弄,莘朱路879弄"
5011000015474,上海,徐汇,田林十四村,(徐汇田林)田林十四村
5017954034452644,上海,宝山,保利叶上海(二期),(宝山顾村)联杨路1078弄
5011000014618,上海,黄浦,融创滨江壹号院,(黄浦世博滨江)中山南一路500弄
5011000012368,上海,浦东,未来域,(浦东三林)御桥路288弄
5011000017860,上海,浦东,仁恒滨江园,"(浦东陆家嘴)浦明路99弄（一、二期）,浦城路99弄（三期）"
5011000000173,上海,青浦,崧泽华城华中苑,"(青浦赵巷)崧漪一路46弄, 崧漪一路55弄, 秀涓路492弄, 秀涓路338弄"
5011000017413,上海,松江,美丽星城,"(松江九亭)沪亭路240弄, 沪亭路242号"
5011000003672,上海,闵行,九歌花园,(闵行静安新城)漕宝路1467弄七区
5011000018067,上海,闵行,名都城(公寓),(闵行金虹桥)虹许路788号
5011000012925,上海,闵行,水清年华花园,(闵行七宝)沪松公路565弄
5011000018114,上海,浦东,江临天下,"(浦东陆家嘴)浦明路233弄, 浦东新区"
5011000014037,上海,松江,金港花园(公寓),"(松江泗泾)横港路155弄, 古楼公路348弄, 古楼公路312、314号"
5011000012017,上海,松江,贝尚湾(公寓),"(松江九亭)沪亭北路338弄,涞寅路505弄"
5011000019388,上海,奉贤,江海新村,"(奉贤南桥)江海新村, 育秀路906号"
5011000013723,上海,浦东,阳光花城,(浦东张江)紫薇路667弄1-177号
5011000008186,上海,宝山,慧华苑,(宝山上大)南陈路278弄
5011000013248,上海,浦东,世华锦城,(浦东杨思前滩)杨思路860弄
5011000001067,上海,松江,新凯城银杏苑,(松江泗泾)城鸿路222弄
5011000015507,上海,普陀,桃浦十村（紫藤苑小区白丽路701弄）,(普陀桃浦)白丽路701弄
5011000004155,上海,浦东,恒大小区,"(浦东世博)成山路608弄, 成山路544弄52支弄, 成山路648弄1-6号"
5011000015845,上海,浦东,东方知音苑,(浦东金杨)博山东路811弄
5011000018002,上海,浦东,御桥花园,"(浦东御桥)御青路228弄,御青路328弄,御山路347弄"
5011000017378,上海,浦东,济阳一村,"(浦东世博)济阳路95弄, 西营路170弄, 德州路420弄, 德州路436号, 德州路432号, 德州路430号, 德州路434号, 德州路438号, 德州路440号, 德州路442号, 德州路444号, 德州路446号, 德州路448号, 德州路450号, 德州路452号, 德州路454号, 德州路456号"
5011000014300,上海,嘉定,盘古天地,"(嘉定嘉定新城)云屏路1188弄,云屏路1199弄"
5011000015216,上海,普陀,真源小区,"(普陀长征)真光路962弄,真光路1058弄"
5011000010263,上海,嘉定,龙湖蔚澜香醍,"(嘉定嘉定新城)云谷路1388弄,云谷路1288弄"
5011000017239,上海,长宁,安东小区,"(长宁新华路)安顺路165号, 安顺路181弄, 安顺路183号, 安顺路169号, 安顺路179号, 安顺路187号, 安顺路191号"
5011000012404,上海,宝山,天馨花园(公寓),(宝山杨行)蕴川路1498弄
5020038090937931,上海,浦东,仁恒河滨城(三期),(浦东联洋)丁香路1299弄
5011000014536,上海,浦东,锦博苑,"(浦东北蔡)高科西路2111弄1-166号, （博文路1679弄）"
5011000011415,上海,奉贤,绿地香颂(奉贤)(别墅),(奉贤海湾)海马路5888弄
5011000000814,上海,宝山,宝沁苑,(宝山顾村)菊泉街577弄
5011000006713,上海,浦东,舒馨北苑,(浦东川沙)新德西路508弄
5011000000130,上海,宝山,保利叶语(一期)(公寓),(宝山顾村)宝菊路22弄
5011000020391,上海,虹口,东体育会路75号,(虹口鲁迅公园)东体育会路75号
5011000010208,上海,奉贤,江海二村(奉贤),"(奉贤南桥)江南路100号, 江南路282号"
5011000014900,上海,青浦,宜达新居,"(青浦夏阳)盈港东路8000弄, （华盈路1085弄）"
5011000016233,上海,普陀,宜川四村,"(普陀甘泉宜川)沪太路710弄,沪太路750弄,宜川四村,宜川四村"
5011000012850,上海,浦东,三林安居苑,(浦东三林)三林路1662弄5-173号
5011000013367,上海,浦东,万科金色雅筑,(浦东三林)三林路1300弄
5011000017965,上海,普陀,平江盛世家园,"(普陀甘泉宜川)交通西路108弄,交通西路188弄"
5011000000965,上海,松江,塘和家园德悦苑,(松江泗泾)德悦路501弄
5011000009842,上海,宝山,荣域飘鹰锦和花园(公寓),"(宝山杨行)红林路58弄, 红林路158弄, 红林路34号"
5011000013498,上海,浦东,上南十村,"(浦东世博)成山路300弄, 洪山路301弄, 成山路350弄（杨高支路350弄）"
5011000000491,上海,浦东,陆家嘴锦绣前城,(浦东北蔡)锦绣路2466弄
5011000015228,上海,普陀,新长小区,(普陀甘泉宜川)新村路248弄
5011000018191,上海,浦东,上海绿城,(浦东杨东)锦和路99弄
5011000005028,上海,闵行,浦江丽都,(闵行闵浦)江航路378弄
5011000001407,上海,浦东,三林世博家园(东书房路560弄),(浦东杨思前滩)东书房路560弄（爱博路560弄）
5011000011265,上海,徐汇,华沁家园,(徐汇植物园)龙吴路1343弄
5011000016533,上海,浦东,大华锦绣华城(十八街区)(公寓),(浦东北蔡)成山路2008弄
5011000016167,上海,徐汇,凯翔小区,(徐汇万体馆)龙漕路135弄
5011000012591,上海,普陀,新湖明珠城（一二期）,"(普陀武宁)东新路88弄（一、二期）, 东新路88弄30、40"
5011000000818,上海,浦东,申城佳苑,"(浦东张江)孙环路177弄（A块）, 孙耀路111弄（B块）, 孙耀路128弄（C块）, 孙建路815弄, 孙耀路288弄, 孙环路377弄, 孙环路377弄1-32号"
5011102207525,上海,青浦,绿地时代名邸,"(青浦白鹤)绿地时代名邸 1-79号, 白虬江路100号"
5011000012807,上海,浦东,艺泰安邦,(浦东宣桥)南六公路399弄
5016389543047535,上海,闵行,永康城丹桂苑,(闵行浦江)永恩路80弄1-11号
5011000002801,上海,宝山,旭辉澜悦湾,(宝山罗泾)潘泾路4777弄
5011000012501,上海,闵行,昆阳小区,"(闵行老闵行)昆阳路540弄, 昆阳路420弄, 昆阳路580弄, 昆阳路550弄, 昆阳路520弄, 昆阳路570弄, 昆阳路560弄, 昆阳路600弄, 昆阳路620弄, 天星路251弄, 天星路241弄"
5011000013117,上海,奉贤,金碧汇虹苑,(奉贤奉贤金汇)金碧路1980弄
5011102210106,上海,嘉定,首创旭辉城,(嘉定徐行)汇源路518弄
5011000012504,上海,嘉定,外冈新苑,"(嘉定外冈)瞿门路399弄,恒飞路488弄,恒飞路489弄"
5011000005398,上海,嘉定,天居玲珑湾,(嘉定徐行)汇旺东路1188弄
5011000015540,上海,青浦,威尼斯花园,(青浦金泽)沪青平公路8600号
5011000013313,上海,奉贤,紫苑小区,(奉贤奉城)紫苑小区
5011000001967,上海,青浦,绿地启航城,(青浦白鹤)启航城
5011000004829,上海,奉贤,佳兆业珊瑚湾(公寓),(奉贤海湾)海马路4333弄
5011000014952,上海,奉贤,乐康苑,(奉贤西渡)肖塘路146弄
5011000015041,上海,青浦,都汇华庭,"(青浦香花桥)新园路508弄,新园路509弄"
509821540319389,上海,松江,陈坊新苑,(松江佘山)外青松公路8228弄
5011000012119,上海,松江,江秋新苑(公寓),"(松江佘山)桃源西路388弄（一期）, 桃源路688弄（二期）"
5011000012350,上海,奉贤,海岸景苑,(奉贤柘林)新柘东路99弄
5011000010390,上海,奉贤,棕榈滩海景城,"(奉贤海湾)金汇塘东路1799弄, 金汇塘东路1399弄, 金汇塘路388弄"
5011000004037,上海,浦东,朗诗未来树,"(浦东祝桥)秋亭路88弄, 秋亭路88弄30号"
5011000014905,上海,浦东,宜浩佳园,"(浦东临港新城)竹柏路366弄,竹柏路100弄,竹柏路333弄,竹柏路111弄"
5011000004119,上海,嘉定,上海庄园三期,(嘉定外冈)恒荣路589弄
5011000011233,上海,浦东,莱茵美墅,(浦东宣桥)南六公路567弄
5011000016422,上海,青浦,久事西郊花园,(青浦徐泾)老沪青平公路168号
5011000004300,上海,浦东,和祥佳园,"(浦东外高桥)草高支路766弄, 草高支路776号"
5011000013304,上海,浦东,长达佳苑宜居尚城,"(浦东航头)航梅路525弄1、2、3、4、6支弄, 航梅路525弄5支弄"
5020027546694112,上海,青浦,海上湾闻涧,(青浦朱家角)绿湖路888弄
5011000014503,上海,奉贤,海韵馨苑,(奉贤柘林)联业路859弄
5011000003573,上海,奉贤,明城海湾新苑,(奉贤海湾)明城路1198弄
5011063203742,上海,闵行,浦江瑞和城,"(闵行闵浦)汇延路199弄, 鲁康路555弄, 汇延路258弄, 汇延路258弄1-17号"
5011000015626,上海,青浦,东方庭院(别墅),"(青浦朱家角)珠安路77弄, 浦祥路377弄, 复兴路88弄3支弄, 复兴路88弄4支弄, 复兴路88弄2支弄, 复兴路88弄1支弄"
5011102206917,上海,松江,绿地海珀佘山,(松江佘山)九江公路159弄
5011000016530,上海,闵行,康健丽都,(闵行古美)古美路718弄
5011000016467,上海,静安,景凤小区,"(静安彭浦)景凤路520弄,景凤路480弄"
5011000019610,上海,浦东,南桥小区,"(浦东川沙)南桥路297弄, 南桥路289号, 南桥路291号, 南桥路293号, 南桥路295号, 南桥路299号, 南桥路301号, 南桥路303号, 南桥路305号, 南桥路307号, 南桥路309号, 南桥路311号, 南桥路313号"
5011000011544,上海,杨浦,新江湾时代花园,(杨浦新江湾城)殷行路850弄
5020022085497109,上海,宝山,经纬弘汇地标家园,(宝山上大)纬地路375弄
5011000013434,上海,闵行,新梅公寓一期,(闵行古美)报春路399弄
5011000020420,上海,虹口,大连西路33号,(虹口曲阳)大连西路33号
5011000015773,上海,静安,越秀苑,"(静安不夜城)大统路938弄, 中华新路741号"
5011000017088,上海,静安,永乐苑,(静安大宁)延长中路800弄
5011000016184,上海,浦东,上泰花苑,(浦东金杨)张杨路2855弄
5011000018229,上海,普陀,白玉新村,(普陀武宁)白玉新村
5011102209798,上海,静安,临汾名城,(静安彭浦)汾西路88弄，临汾路80弄，汾西路87弄
5011000016271,上海,浦东,联洋年华,"(浦东联洋)迎春路837号, 丁香路910弄1-22号"
5011000003396,上海,虹口,丰景湾名邸,"(虹口江湾镇)丰镇路100弄,华严路228弄,华严路211弄"
5011000007892,上海,松江,中山文化苑(一期),(松江松江大学城)茸惠路1100弄
5011000015087,上海,静安,景峰苑,(静安阳城)沪太路1051弄
5011000003004,上海,嘉定,安盛苑,(嘉定丰庄)双河路437弄
5011000004754,上海,杨浦,三门路358弄,(杨浦五角场)三门路358弄
5011000004216,上海,浦东,宝华海尚郡领,(浦东北蔡)成山路2388弄
5011000004126,上海,杨浦,兰馨雅苑,"(杨浦黄兴公园)安波路297号,营口路866弄"
5011000012709,上海,浦东,兰沁苑,(浦东张江)紫薇路750弄
5011000015595,上海,长宁,耀华小区,(长宁中山公园)昭化路80-108号
5011000017729,上海,长宁,中华小区,"(长宁新华路)长顺路21-81号, 长顺路95-100号, 中华新村94-100号(单号), 长顺路101号, 长顺路103号"
5011000003622,上海,闵行,东方花园(一期),(闵行七宝)七莘路2288弄
5011000017483,上海,虹口,江杨家园,(虹口江湾镇)江杨南路55弄
5011000017457,上海,静安,京元苑,(静安曹家渡)康定路1000弄
5011000009079,上海,浦东,天台星城,(浦东康桥)上南路6333弄
5011000016290,上海,徐汇,西雅图嘉萱苑,(徐汇龙华)三江路88弄
5011000000682,上海,浦东,高桥一村,(浦东外高桥)大同路260弄
5011000014897,上海,虹口,海尚逸苑,"(虹口江湾镇)三门路747弄,三门路719弄"
5011000017523,上海,闵行,宝安新苑,(闵行莘庄)疏影路789弄
5011000016103,上海,静安,又一村(静安),"(静安江宁路)常德路519弄, 常德路545弄, 新闸路1640弄, 新闸路1644弄, 常德路545弄39-178号, 常德路545弄52号, 常德路545弄122号, 常德路545弄124号, 常德路545弄126号, 常德路495号, 常德路497号"
5011000009246,上海,静安,新悦坊,(静安永和)共和新路3616弄
5011000005773,上海,徐汇,伊丽莎白公寓,(徐汇建国西路)复兴中路1327号
5011000014463,上海,奉贤,南星新村,(奉贤南桥)南星新村
5011000018050,上海,普陀,风华水岸,(普陀长风)枣阳路891弄
5010027008011643,上海,宝山,复星花园(行知路50弄),(宝山大华)行知路50弄
5011000004560,上海,杨浦,国定路555弄,(杨浦五角场)国定路555弄
5011000009412,上海,杨浦,杨浦欣园,"(杨浦黄兴公园)包头南路629弄,包头南路628弄"
5011000005706,上海,闵行,朱行四村,(闵行梅陇)莘朱路1924弄
5011000016039,上海,静安,幸福第一公寓,(静安永和)场中路2600弄
5011000012075,上海,闵行,长寿新村(闵行),(闵行莘庄)莘浜路35弄14-61号
5011000013003,上海,浦东,栖山小区,"(浦东洋泾)栖山路100弄, 民生路369弄, 栖山路90号, 栖山路92号, 栖山路94号, 栖山路96号, 栖山路98号, 栖山路112号, 栖山路114号"
5011000001861,上海,闵行,浦江世博家园十街坊,(闵行浦江)浦申路200弄
5011000012016,上海,徐汇,华理苑,"(徐汇华东理工)梅陇路130号,梅陇路华理苑"
5011000008829,上海,宝山,丰水宝邸(西苑),"(宝山顾村)电台路599弄, 教育路516号"
5011000017217,上海,闵行,望族新苑,(闵行古美)万源路400弄
5011063202234,上海,浦东,海霞佳苑,(浦东川沙)上海市浦东新区海霞路685弄
5011000013846,上海,闵行,畅馨园,(闵行老闵行)凤庆路58弄
5020022738940997,上海,奉贤,正阳世纪星城丽骏湾,(奉贤南桥)正环路666弄1-12号
5011000018257,上海,静安,静安风华苑,(静安曹家渡)长宁路269弄
5011000017598,上海,普陀,建德花园玫瑰苑(公寓),(普陀长征)同普路1680弄
5011000009657,上海,浦东,杨镇新村,"(浦东张江)杨镇路60弄, 杨镇路65弄, 杨镇路76弄, 杨镇路81弄, 杨镇路97弄, 龙三路70弄, 龙三路84弄, 龙三路98弄, 龙三路122弄, 龙三路136弄, 龙三路152弄, 龙三路166弄, 龙三路180弄, 杨镇路111弄"
5011000011056,上海,徐汇,桂平小区,"(徐汇康健)桂平路258弄,桂平路260弄,桂平路296弄"
5011000017789,上海,浦东,张杨花苑,(浦东洋泾)张杨路2228弄
5011000018266,上海,奉贤,祥和花园,(奉贤西渡)西闸路1575号
5011000001455,上海,浦东,康敏苑,"(浦东惠南)康锦路52弄,靖海南路488弄"
5011000018310,上海,宝山,北华苑,(宝山大华)华灵路1351弄
5011000016512,上海,黄浦,实华公寓,(黄浦老西门)大吉路135弄
5015867777945213,上海,青浦,绿地时代嘉苑,(青浦白鹤)绿地时代嘉苑
5011000013314,上海,闵行,都市星城,(闵行莘庄)富都路111弄
5011000018184,上海,普陀,金沙雅苑(二期),(普陀长征)金沙江路2208弄
5011000001611,上海,黄浦,瞿溪路115-131号,"(黄浦蓬莱公园)瞿溪路115号, 瞿溪路117号, 瞿溪路119号, 瞿溪路121号, 瞿溪路123号, 瞿溪路125号, 瞿溪路127号, 瞿溪路129号, 瞿溪路131号"
5011000017213,上海,黄浦,金日世家,(黄浦蓬莱公园)陆家浜路688弄1-10号
5020030205783352,上海,宝山,保利叶之林(二期),(宝山上大)塘祁路577弄
